Market_name,Category_name,Product_name,Product_description,Product_price,Scrape_timestamp
Pedidos Ya Lince,Abarrotes,Aceite Vegetal Primor Botella 1.8L,"Contiene 1.8 litros.
Aceite vegetal100% vegetal.
Sin antioxidantes ni sintéticos",19.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Cereal Angel Meli Bolsa 420 g,,16.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Fideo Don Vittorio Codo Rayado 225g,"Elaborado con trigo durum canadiense de alto contenido proteico, garantizando calidad y sabor excepcionales.",3.0,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Cereal Angel Zuck Bolsa 500 g,,16.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Fideo Linguini Don Vittorio 450g,"Contiene 450 gramos.
Pasta de trigo.
Tipo: Linguini",4.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Cereal Angel Chock Bolsa 420 g,,16.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Cereal Tito Almohada Angel Chocolate Bolsa 350 g,,16.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pack 2 Harina Molitalia Sin Preparar 1 kg,,15.8,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pack 2 Fideo Don Vittorio Spaghetti 450 g,,10.4,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Atún Fanny Filete En Aceite Vegetal 140 Gr,,6.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pack 2 Salsa Alacena Mayonesa 850 g,,39.8,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pack 2 Mayonesa Alacena Doypack 475 g,,29.0,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Arroz Extra Costeño Bolsa 750 g,,4.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Trozos Atun Primor 140Gr,,6.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Azúcar Rubia Dulfina Bolsa 1 kg,,5.6,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Salsa Pomarola Molitalia 145 Gr,,2.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Maíz Pop Corn COSTEÑO Bolsa 500g,,5.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Atún Fanny Trozos En Aceite Vegetal 140 Gr,,7.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Spaghetti Molitalia 950 Gr.,,6.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pasta Ensalada Tornillo Molitalia 235G,,2.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Filete De Atún En Agua Y Sal Primor 140G,"Contiene 140 gramos.
Filete de atún.
Conservado en agua y sal",6.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Harina Molitalia Sin Preparar 1Kg,,7.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Leche Condensada Nestlé 393G,,6.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pasta Molitalia Tornillo Tricolor 235 g,"Contiene 235 gramos.
Tornillo Tricolor.
Pasta con sémola, tomate y espinaca.
Alto en proteínas.
Hecho con Trigo Durum",2.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Leche Condensada Gloria Doy Pack 200 G,,4.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Fideos Cabello De Angel Molitalia 250g,,2.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Mermelada Gloria Fresa Pote 310G,,7.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pomarola Salsa Clasica Molitalia 290g,,4.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Gloria Leche Condensada Lata 393 g,"Parcialmente descremada.
Ideal para preparación de postres.
Peso: 393 g",7.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Mermelada Gloria De Fresa Sachet 90G,,1.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Sopa Instantanea Con Fideos Aji-No-Men Sabor Gallina 80Gr,"Contiene 80 gramos.
Sopa instantánea con fideos.
Sabor: Gallina.
Rinde 2 porciones",2.1,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Mermelada Gloria De Fresa Vaso 290G,,5.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Sopa Instantanea Con Fideos Aji-No-Men Sabor Gallina Picante 80Gr,,2.1,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Spaghetti Molitalia 450 Gr,"Contiene 450g.
Spaghetti de rápida cocción.
Elaborado con ingredientes de calidad",3.6,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Azúcar Rubia Cartavio 1 kg,,5.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Salsa A La Bolognesa Molitalia 170g,"Contiene 170 gramos.
Salsa de tomates con carne y verduras.
Elaborada con al menos 6 tomates",3.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Mermelada Gloria De Fresa Doypack 700G,,11.0,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Harina Molitalia Preparada 1Kg,,8.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Arroz Superior Costeño Bolsa 5Kg,"Contiene 5 kilos.
Arroz superior",26.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Molitalia Macarron Molitalia 235 Gr,,2.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Salsa De Espinaca Y Albahaca Pomarola Molitalia 110G,,3.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Molitalia Tornillo Molitalia 235 Gr,,2.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Fideo Tallarin Molitalia 450 g,"Contiene 450 gramos.
Tallarín de rápida cocción.
Elaborado con ingredientes de calidad.
Naturalmente alto en proteínas",3.6,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Salsa A La Bolognesa Molitalia 370g,"Contiene 370 gramos.
Salsa de tomates con carne y verduras.
Elaborada con al menos 6 tomates",7.2,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Mayonesa AlaCena Doypack 475 g,"Deliciosa y potente Mayonesa 500 g, perfecta para añadir a tus platos favoritos. Elaborada con selectos y naturales ingredientes.",14.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Molitalia Caracol Chico Molitalia 235 Gr,,2.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Fideo Don Vittorio Spaghetti 450 g,"Contiene 450 gramos.
Pasta de trigo.
Tipo: Spaghetti",4.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Barras De Cereal Chips Cereal Bar Costa 21 Gr.,"Contiene 12 barras barras de cereal.
Sabor chispas de chocolate.
Contenido: 252 g",7.2,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Molitalia Codo Ray Mediano Molitalia 235 Gr,,2.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pasta Corta Tornillo Bolsa 500 g,,3.4,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Sirope Laive Sabor A Maple 355 mL,,10.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Fideo Letras Molitalia 235 g,,2.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Fideo Rigatoni Molitalia 235 g,,2.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pasta Corta Macarrón Bolsa 500 g,,3.4,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Sémola Molitalia 200Gr,,2.1,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Molitalia Canuto Molitalia 235 Gr,,2.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Quinua Costeño Bolsa 500G,,10.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Mermelada Fresa Vaso Fanny 290 Gr,,5.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Arroz Añejo Extra Costeño 750 g,"Contiene 750 gramos.
Arroz añejado.
Variedad: Extra",4.7,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Fideo Linguine Molitalia 450 g,,3.6,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pack 2 Spaghetti Molitalia 950 g,,13.8,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pack Jamón Sándwich 230 g + Queso Edam 108 g San Fernando 1 unidad,,14.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Lenteja Costeño Bolsa 500G,,8.0,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pack 2 Arroz Extra Costeño Bolsa 750 g,,10.4,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Arveja Verde COSTEÑO Bolsa 500g,,4.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Gelatina Laive Sabor Piña Yopi 120G,,2.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Gelatina Laive Sabor Fresa Yopi Fourpack 120G,,9.2,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Sopa Instantanea Con Fideos Aji-No-Men Sabor Pollo 80Gr,,2.1,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Gelatina Laive Sabor Piña Yopi Fourpack 120G,,9.2,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pasta Lasagna Clásica Molitalia Caja 350 g,,6.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Cereal Bar Gold,"Contiene 12 barras de cereal.
Sabor miel con leche.
Contenido: 252 g",7.2,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Arroz Superior Paisana Bolsa 1 kg,,5.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pre Mezcla Molitalia Keke Vainilla 450 gr,,9.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Premezcla Torta De Chocolate Molitalia Paquete 500 g,,9.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Sazonador de Pop Corn Sabor Mantequilla Costeño Pops 81g,"Contiene 81 gramos.
Sazonador en polvo de pop corn.
Sabor: Mantequilla",11.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pack 2 Maíz Pop Corn Costeño Bolsa 500 g,,11.8,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Harina Molitalia Repostera 1Kg,,9.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Azúcar Rubia Costeño 750gr,,6.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Trigo Mote Costeño Bolsa 500G,,5.2,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Arroz Añejo Costeño 5 kg,"Contiene 5 kilos.
Arroz añejado.
Variedad: Extra",28.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pack 6 Trozos Atún Primor 140 g,,39.0,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Sopa Instantánea Ajinomen Sabor a Gallina Picante Vaso 51 g,,3.8,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Bolsa Manjar 500 G Nestle,"Manjar Tradicional NESTLÉ® Bolsa, el más rico para panqueques, dulces y tortas. Sin gluten. 500g",13.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Sal de Cocina Marina Emsal Bolsa 1 kg,,2.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Pack 2 Aceite Primor Vegetal Premium 900 ml,,22.0,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Arroz Extra Paisana Bolsa 5 Kg,,25.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Barras De Cereal Manzana-Canela Cereal Bar Costa18 Gr.,"Cantidad: 12 unidades.
Barras de cereales con manzana y canela.
Fuente de 6 vitaminas y hierro",7.2,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Aceite Vegetal Costeño 900 ML,,9.9,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Mayonesa Alacena 190G,"Contiene 190 gramos.
Salsa de mesa.
Con un toque de limón",9.5,2024-12-05 02:14:47.299084
Pedidos Ya Lince,Abarrotes,Azúcar Rubia Dulfina Bolsa 5 kg,,22.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Barras De Cereales Arándanos Cereal Bar Caja 8 Unid,"Cantidad: 12 unidades.
Barras de cereales con arándanos.
Fuente de 6 vitaminas y hierro",7.2,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Frijol Panamito Costeño Bosa 500 g,Contiene 500 gramos,8.0,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Arroz Integral Costeño Bolsa 750G,,5.7,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Leche Condensada Topping Tarro Nestlé 297 g,,5.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Azucar Costeño Blanca 1 kg,,7.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Garbanzos Costeño Bolsa 500 g,Contiene 500 gramos,6.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Fideo Linguini Grosso Don Vittorio 950g,"Contiene 950 gramos.
Pasta de trigo.
Tipo: Linguini Grosso",7.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Frijol Canario COSTEÑO Bolsa 500g,Contiene 500 gramos,11.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Cereal Nestlé Chocapic Mini 330 G,"Harina integral de trigo, vitaminas del grupo B, minerales, cacao en polvo, cebada, leche descremada en polvo, aceite vegetal y carbonato de calcio. Fuente de nutrientes esenciales para tu dieta diaria.",16.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Mermelada Fanny Fresa Doy Pack 227 G,,4.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Barras De Cereal Con Mani Cereal Bar Costa 21Gr,"Barra de cereales (trigo, arroz, avena) con maní en trozos y en pasta.
Con cobertura sabor a chocolate.
Contenido: 12 unidades",11.94,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Barras De Cereal Almendra Cereal Bar Costa 21Gr,"Origen: Nacional Barra de cereales (trigo, arroz, avena) con almendra y trozos de maníContiene: 12 unidades",11.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Frijol Negro Costeño Bolsa 500 g,,8.0,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Sopa Instantánea Sabor a Gallina Ajinomen Vaso 51 g,,3.8,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Arroz Superior Costeño Bolsa 750G,,4.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Leche Condensada Nestlé Lata 100G,,4.2,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Pallar Costeño Bolsa 500 g,,8.2,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Papa Seca Costeño 500gr,,8.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Cereal Fitness Nestle Honey & Almond Cer 330G,"Contiene 330 gramos.
Cereal para el desayuno a base de trigo integral, arroz, maíz, avena integral y almendras.
Con sabor a miel.
Sin azúcar añadida.
Buena fuente de fibra",21.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Pack 6 Atún Fanny Filete En Aceite Vegetal 140 g,,41.4,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Piña En Rodajas Fanny 567Gr,,14.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Costeño Azúcar Rubia 1kg,,6.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Lentejón Costeño Bolsa 500 g,,7.6,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Sopa Instantánea Ajinomen Oriental 80gr,,2.1,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Frijol Red Kidney Costeño 500gr,,8.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Sazonador Costeño Pops sabor Queso 64g,,10.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Harina de Arroz Costeño 1 g,,9.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Granola con Miel de Abeja Unión Doypack 400 g,,15.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Azúcar Blanca Dulfina Bolsa 1 kg,,6.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Sal de Mesa Marina Emsal Bolsa 1 kg,,2.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Sopa Instantanea Con Fideos Aji-No-Men Sabor Carne 80Gr,"Contiene 80 gramos.
Sopa instantánea con fideos.
Sabor: Carne.
Rinde 2 porciones",2.1,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Fanny Mermelada Fresa Barril 950g,,15.0,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Pack X6 Atún Fanny Trozos En Aceite Vegetal 140 G,,41.4,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Azúcar Rubia Cartavio Bolsa 5 kg,,22.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Sopa Instantanea Ajinomen Sabor Carne Vaso 51g,,3.8,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Ketchup A La Cena Doy Pack 380 G,,10.2,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Fanny Doypack Mermelada 700 g,,10.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Cocktail De Frutas Fanny 820Gr,,20.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Ajo Molido Piki Doypack 120G,,4.1,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Sopa Instantanea Ajinomen Sabor Pollo 51g,"Contiene 51 gramos.
Sopa instantánea con fideos.
Sabor: Pollor.
Lista en 3 minutos",3.8,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Mermelada De Fresa Deli Fanny Doypack 700 Gr,,8.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Mermelada Fanny Fresa 950 g,,15.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Bonle Manjarblanco Sachet X 200 Gr,,5.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Vinagre Florida Blanco 1 lt,,5.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Tallarin Instantáneo Saltado Ajinomen Sobre 100 g,,2.2,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Gelatina De Fresa Royal Sobre 160 Gr,,4.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Granola con Pasas y Almendras Unión Doypack 400 g,,16.8,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Café Instantáneo Altomayo Clásico Doy Pack 45 G,,6.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Granola con Granos Andinos Unión Doypack 280 g,,15.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Canela Entera Sibarita Sobre 10 g,,3.3,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Arroz Valle Norte Superior Bolsa 750 g,,4.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Mezcla Para Apanar Aji-No-Mix Apanado 96 Gr,,3.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Café Nescafé Fina Selección Frasco 200G,,32.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Café Tostado Molido Altomayo Clásico 450 Gr,,27.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Pack 2 Fideo Linguini Grosso Don Vittorio 950 g,,15.8,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Florida Trozos De Atún Aceite Vegetal 140G,"Contiene 150 gramos.
Trozos de atún en aceite vegetal",7.2,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Crema Huancaina Alacena 400 G,,14.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Manjarblanco Bonlé 250Gr,,7.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Bonle Manjar blanco X 500 Gr,,12.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Arroz Extra Paisana Bolsa 1 kg,,5.8,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Ají Panca Sibarita Panquita Doypack 250gr,,8.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Lenteja Bebé Vallenorte Bolsa 500 Gr,"Contiene 500 g.
Alto aporte de nutrientes y vitaminas.
El mejor sabor.
Alimento natural y saludable",6.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Pack 2 Azúcar Rubia Cartavio 1 kg,,15.0,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Arroz Superior Paisana Bolsa 5 kg,,24.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Tallarín Rojo Instantáneo Ajinomen Bolsa 100G,,2.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,3 Ositos Avena Premium 900 g,"Contiene 900 gramos.
Hojuelas de avena precocida.
Con vitaminas y minerales",11.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Pack 2 Azúcar Rubia Dulfina Bolsa 1 kg,,11.0,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Azucar Blanca Cartavio x 5 kg bolsa,,28.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Café Inst Gourmet Frasco Altomayo 45 Gr,,12.4,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Mantequilla De Mani Doy Pack 200Gr Union,,11.0,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Avena Quaker Tradicional 500g,,8.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Hongos con Laurel Sibarita Sobre 10 g,,2.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Café Instantáneo Altomayo Gourmet Doy pack 150 g,,27.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Sopa Instantanea Ajinomen Vaso Pollo + Quinoa,,4.2,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Cereal Angel Copix Chocolate Con Marshmallows Bolsa 380 g,,12.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Café Inst Gourmet Frasco Altomayo 170 Gr,,30.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Florida Filete De Atún Agua Y Sal 140 g,,7.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Crema de Rocoto Uchucuta AlaCena Doypack 400 g,"Alacena trae una rica y exclusiva crema de rocoto, perfecta para condimentar tus comidas con el rico sabor de casa.",14.5,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Vinagre Blanco Florida Botella Plástica 625 ml,,3.86,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Manzanilla Hornimans Display 25 Und,,3.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Café Tostado Altomayo Molido Gourmet para pasar bolsa 200 gr,,24.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Vainilla Umsha 90ml,Saborizante artificial,2.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Ají Amarillo Sibarita Amarillin Doypack 250gr,- Ají amarillo molido- Porciones por envase: De 39 a 48- No picante- Cont 250 g- ver más,12.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Azucar Blanca  Refinada Dulfina 5Kg,,26.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Café Molido Altomayo Clásico Normal Bolsa 200 G,"Contiene 200 gramos.
Café tostado molido.
Sabor equilibrado",11.6,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Pop Corn Paisana 500gr,,4.6,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Mantequilla De Maní 410 Gr Unión,,25.9,2024-12-05 02:14:48.975718
Pedidos Ya Lince,Abarrotes,Filete De Atún En Aceite De Girasol Florida 140 Gr,"Alto valor nutricional.
Aporta Omega 3Mantener en lugar fresco.
Peso: 140 g",8.0,2024-12-05 02:14:48.975718
